# CSV-File created with merge-csv.com
# -----------------------------------------------------------

name,authors,journal,year,publisher,cited_by_papers,abstract
Reconfiguration of electric distribution networks for resistive line losses reduction,D. Shirmohammadi H.W. Hong,IEEE Transactions on Power Delivery,1989,IEEE,651,The authors describe a heuristic method for the reconfiguration of distribution networks in order to reduce their resistive line losses under normal operating conditions. The proposed approach is characterized by convergence to the optimum or a near-optimum solution and the independence of the final solution from the initial status of the network switches. The methodology has been implemented in a...
"Constant power loads and negative impedance instability in automotive systems: definition, modeling, stability, and control of power electronic converters and motor drives",A. Emadi A. Khaligh C.H. Rivetta G.A. Williamson,IEEE Transactions on Vehicular Technology,2006,IEEE,651,"Power electronic converters and electric motor drives are being put into use at an increasingly rapid rate in advanced automobiles. However, the new advanced automotive electrical systems employ multivoltage level hybrid ac and dc as well as electromechanical systems that have unique characteristics, dynamics, and stability problems that are not well understood due to the nonlinearity and time dep..."
Day-ahead electricity price forecasting using the wavelet transform and ARIMA models,A.J. Conejo M.A. Plazas R. Espinola A.B. Molina,IEEE Transactions on Power Systems,2005,IEEE,650,"This paper proposes a novel technique to forecast day-ahead electricity prices based on the wavelet transform and ARIMA models. The historical and usually ill-behaved price series is decomposed using the wavelet transform in a set of better-behaved constitutive series. Then, the future values of these constitutive series are forecast using properly fitted ARIMA models. In turn, the ARIMA forecasts..."
Long-Term Recurrent Convolutional Networks for Visual Recognition and Description,Jeff Donahue Lisa Anne Hendricks Marcus Rohrbach Subhashini Venugopalan Sergio Guadarrama Kate Saenko Trevor Darrell,IEEE Transactions on Pattern Analysis and Machine Intelligence,2017,IEEE,650,"Models based on deep convolutional networks have dominated recent image interpretation tasks; we investigate whether models which are also recurrent are effective for tasks involving sequences, visual and otherwise. We describe a class of recurrent convolutional architectures which is end-to-end trainable and suitable for large-scale visual understanding tasks, and demonstrate the value of these m..."
Ridethrough of wind turbines with doubly-fed induction generator during a voltage dip,J. Morren S.W.H. de Haan,IEEE Transactions on Energy Conversion,2005,IEEE,650,"In this paper, a solution is described that makes it possible for wind turbines using doubly-fed induction generators to stay connected to the grid during grid faults. The key of the solution is to limit the high current in the rotor in order to protect the converter and to provide a bypass for this current via a set of resistors that are connected to the rotor windings. With these resistors, it i..."
Improved wavelet-based watermarking through pixel-wise masking,M. Barni F. Bartolini A. Piva,IEEE Transactions on Image Processing,2001,IEEE,650,"A watermarking algorithm operating in the wavelet domain is presented. Performance improvement with respect to existing algorithms is obtained by means of a new approach to mask the watermark according to the characteristics of the human visual system (HVS). In contrast to conventional methods operating in the wavelet domain, masking is accomplished pixel by pixel by taking into account the textur..."
High Power Fiber Lasers: A Review,Michalis N. Zervas Christophe A. Codemard,IEEE Journal of Selected Topics in Quantum Electronics,2014,IEEE,649,"In this paper, we summarize the fundamental properties and review the latest developments in high power fiber lasers. The review is focused primarily on the most common fiber laser configurations and the associated cladding pumping issues. Special attention is placed on pump combination techniques and the parameters that affect the brightness enhancement observed in single-mode and multimode high ..."
Proper complex random processes with applications to information theory,F.D. Neeser J.L. Massey,IEEE Transactions on Information Theory,1993,IEEE,649,"The covariance of complex random variables and processes, when defined consistently with the corresponding notion for real random variables, is shown to be determined by the usual complex covariance together with a quantity called the pseudo-covariance. A characterization of uncorrelatedness and wide-sense stationarity in terms of covariance and pseudo-covariance is given. Complex random variables..."
"A New Measurement Technique for Tracking Voltage Phasors, Local System Frequency, and Rate of Change of Frequency",A. G. Phadke J. S. Thorp M G. Adamiak,IEEE Transactions on Power Apparatus and Systems,1983,IEEE,649,"With the advent of Substation Computer Systems dedicated to protection, control and data logging functions in a Substation, it becomes possible to develop new applications which can utilize the processing power available within the substation. The microcomputer based Symmetrical Component Distance Relay (SCDR) described in the references cited at the end of this paper possesses certain characteris..."
Evolution and Modern Approaches for Thermal Analysis of Electrical Machines,Aldo Boglietti Andrea Cavagnino David Staton Martin Shanel Markus Mueller Carlos Mejuto,IEEE Transactions on Industrial Electronics,2009,IEEE,649,"In this paper, the authors present an extended survey on the evolution and the modern approaches in the thermal analysis of electrical machines. The improvements and the new techniques proposed in the last decade are analyzed in depth and compared in order to highlight the qualities and defects of each. In particular, thermal analysis based on lumped-parameter thermal network, finite-element analy..."
Steganalysis by Subtractive Pixel Adjacency Matrix,Tomáš Pevny Patrick Bas Jessica Fridrich,IEEE Transactions on Information Forensics and Security,2010,IEEE,649,"This paper presents a method for detection of steganographic methods that embed in the spatial domain by adding a low-amplitude independent stego signal, an example of which is least significant bit (LSB) matching. First, arguments are provided for modeling the differences between adjacent pixels using first-order and second-order Markov chains. Subsets of sample transition probability matrices ar..."
